,standardised_smiles,weights
1595,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,152.120115132
1596,CC1(C)[C@H]2CC[C@]1(C)[C@H](O)C2,154.135765196
1597,CC1(CN2CCC(n3c(O)nc4ccccc43)CC2)OCc2ccccc2-n2cccc21,428.221226136
1598,CC1(CO)CN(c2ccccc2)N=C1O,206.105527688
1599,CC1(COc2ccc(Cc3sc(O)nc3O)cc2)CCCCC1,333.139864596
1600,CC1(N)CCC(C(C)(C)N)CC1,170.17829870399999
1601,CC1(O)CCC(C(C)(C)O)CC1,172.14632988
1602,CC1(O)CSC(C)(O)CS1,180.027871624
1603,CC1(S(=O)(=O)O)CC(=O)c2ccccc2C1=O,254.02489442
1604,CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,374.126657056
1605,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,218.0579088
1606,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,283.016683952
1607,CC12CC3CC(C)(C1)CC(N)(C3)C2,179.167399672
1608,CC12CCC(C(=O)C1=O)C2(C)C,166.099379688
1609,CC12CCC(C1)C(C)(C)C2=O,152.120115132
1610,CC12CCC(C1)C(C)(C)C2O,154.135765196
1611,CC12CCC(CC1)C(C)(C)O2,154.135765196
1612,CC12CCC(CC1=O)C2(C)C,152.120115132
1613,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,564.3967309039999
1614,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,536.438201792
1615,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,568.4280310319999
1616,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,284.214015516
1617,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,286.22966558
1618,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=O)C(C)(C)CCC1,284.214015516
1619,CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(N)C3C=CCCC3)C2SC1,349.1096270880001
1620,CC1=C(C(=O)O)N2C(=O)C(N)C2SC1,214.04121318
1621,CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccc(O)cc3)C2SC1,363.088891644
1622,CC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)c3ccccc3)C2SC1,347.0939770240001
1623,CC1=C(C(O)=Nc2ccccc2)S(=O)(=O)CCO1,267.05652889600003
1624,CC1=C(C(O)=Nc2ccccc2)SCCO1,235.066699656
1625,CC1=C(C)S(=O)(=O)CCS1(=O)=O,210.0020508
1626,CC1=C(C=O)C(C)(C)CC=C1,150.104465068
1627,CC1=C(C=O)C(C)(C)CCC1,152.120115132
1628,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,372.08315824399995
1629,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,356.088243624
1630,CC1=C(CC=O)C(C)(C)CCC1,166.135765196
1631,CC1=C(O)NC2=Nc3cccc(Cl)c3CN21,235.05123962
1632,CC1=C(SC2Cn3cnc[n+]3C2)C(C(=O)[O-])N2C(=O)C([C@@H](C)O)[C@@H]12,350.10487605599997
1633,CC1=C(S[C@@H]2CNC(C(=O)N(C)C)C2)C(C(=O)O)N2C(=O)C([C@@H](C)O)[C@@H]12,383.1514919
1634,CC1=C(S[C@@H]2CN[C@H](CNS(N)(=O)=O)C2)C(C(=O)O)N2C(=O)C([C@@H](C)O)[C@@H]12,420.11372648799994
1635,CC1=C2C3OC(=O)C(C)[C@@H]3CC[C@@]2(C)C=CC1=O,246.125594436
1636,CC1=C2CC(=O)C=C[C@]2(C)[C@H]2[C@@H](O)C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)CO)[C@@H]2C1,374.2093240599999
1637,CC1=C2CC(=O)C=C[C@]2(C)[C@H]2[C@@H](O)C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@H]2C1,474.22536804799984
1638,CC1=C2CC(C(=O)C1)C2(C)C,150.104465068
1639,CC1=C2C[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]2CC[C@]12O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C,411.31372955200004
1640,CC1=C2N=C(C=C3N=C(C(C)C4=N[C@@](C)([C@@H]5N=C1[C@](C)(CCC(O)=NCC(C)OP([O])(=O)O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(=N)O)[C@@](C)(CC(=N)O)C4CCC(=N)O)[C@@](C)(CC(=N)O)[C@@H]3CCC(=N)O)C(C)(C)[C@@H]2CCC(=N)O,1270.6389561579995
1641,CC1=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=CC1=N,301.15789760800004
1642,CC1=CC(=O)CC(C)(C)C1,138.104465068
1643,CC1=CC(=O)CC(C)(C)C1=O,152.083729624
1644,CC1=CC(=O)CCC1,110.07316494
1645,CC1=CC(=O)c2ccccc2C1=O,172.052429496
1646,CC1=CC(C)(C)Nc2ccccc21,173.12044948
1647,CC1=CC(C)C(C=O)CC1,138.104465068
1648,CC1=CC(O)=NS(=O)(=O)O1,162.99392864
1649,CC1=CC(O)CC(C)(C)C1,140.120115132
1650,CC1=CC=C(C(C)C)CC1,136.125200512
1651,CC1=CCC(=C(C)C)CC1,136.125200512
1652,CC1=CCC(C(C)(C)O)CC1,154.135765196
1653,CC1=CCC(C(C)C)=CC1,136.125200512
1654,CC1=CCC(C(C)C)C=C1,136.125200512
1655,CC1=CCC(O)(C(C)C)CC1,154.135765196
1656,CC1=CCC2C(C1)C2(C)C,136.125200512
1657,CC1=CCC2CC1C2(C)C,136.125200512
1658,CC1=CCCC(C)(C)C12CCC(C)O2,194.167065324
1659,CC1=CC[C@@H](C(C)(C)O)CC1,154.135765196
1660,CC1=CC[C@@H]2C[C@H]1C2(C)C,136.125200512
1661,CC1=CC[C@@]23CC1C(C)(C)[C@@H]2CC[C@H]3C,204.187800768
1662,CC1=CC[C@H](C(C)C)C=C1,136.125200512
1663,CC1=CC[C@H](CC=O)C1(C)C,152.120115132
1664,CC1=CC[C@H]2C[C@@H]1C2(C)C,136.125200512
1665,CC1=CP(=O)(c2ccccc2)CC1,192.07040166599998
1666,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,568.428031032
1667,CC1=NC(=N)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OC(C)C,582.2478348079999
1668,CC1=NC(C)=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C1P1(=O)OCC(C)(C)CO1,631.2447371860001
1669,CC1=NC(C)OC1C,113.084063972
1670,CC1=NN=C(O)N(/N=C/c2cccnc2)C1,217.096359972
1671,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,229.991676144
1672,CC1=Nc2ccc3ccccc3c2C1(C)C,209.12044948
1673,CC1=Nc2ccccc2C1(C)C,159.104799416
1674,CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1S(=O)(=O)O,435.051854504
1675,CC1C(=O)CC2C3(C)CCC2(C(C)C(=O)O)C(=O)C13,264.13615912
1676,CC1C(=O)C[C@]2(C(C)C)C[C@H]12,152.120115132
1677,CC1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,325.152537456
1678,CC1C(=O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,282.146723804
1679,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,206.167065324
1680,CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,236.21401551600002
1681,CC1CC(=O)CC(C)(C)C1,140.120115132
1682,CC1CC(=O)O1,86.036779432
1683,CC1CC(C)C(=O)C1=O,126.06807956
1684,CC1CC(CC2CCC(N)C(C)C2)CCC1N,238.24089895999998
1685,CC1CC(O)=NN=C1c1ccc(NCC(C)(C)NCC(O)COc2cc(Cl)ccc2C#N)cc1,483.2037175
1686,CC1CC(O)=NN=C1c1ccc(NN=C(C#N)C#N)cc1,280.10725900399996
1687,CC1CC(O)CC(C)(C)C1,142.135765196
1688,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,276.172544628
1689,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,291.18344366
1690,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,262.156894564
1691,CC1CCC(=O)C1=O,112.052429496
1692,CC1CCC(=O)O1,100.052429496
1693,CC1CCC(C(=O)O)CC1,142.099379688
1694,CC1CCC(C(C)(C)O)CC1,156.15141526
1695,CC1CCC(C(C)(C)S)C(=O)C1,186.107836196
1696,CC1CCC(C(C)C)C(O)C1,156.15141526
1697,CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1,275.18852904
1698,CC1CCC(C(C)CS)CC1S,204.10064264
1699,CC1CCC(CO)CC1,128.120115132
1700,CC1CCC(N=C(O)N(CCCl)N=O)CC1,247.108754496
1701,CC1CCC2CC1C2(C)C,138.140850576
1702,CC1CCCC(=O)C1=O,126.06807956
1703,CC1CCCC(C)N1N=C(O)c1ccc(Cl)c(S(N)(=O)=O)c1,345.09139017999996
1704,CC1CCCC1,84.093900384
1705,CC1CCCCC1,98.109550448
1706,CC1CCCCC1NC(O)=Nc1ccccc1,232.15756326
1707,CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,359.246043916
1708,CC1CCCCN1CCCOC(=O)c1ccccc1,261.172878976
1709,CC1CCCNC1,99.10479941599999
1710,CC1CCCO1,86.07316494
1711,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,263.168542544
1712,CC1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,360.148535372
1713,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,261.080121464
1714,CC1CCc2nccnc21,134.08439832
1715,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,417.13002609600005
1716,CC1CN(c2ccccc2)N=C1O,176.094963004
1717,CC1CN1,57.057849223999995
1718,CC1CN1P(=O)(N1CC1C)N1CC1C,215.11874882599997
1719,CC1CNCC(C)O1,115.099714036
1720,CC1COC(=O)O1,102.031694052
1721,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,405.064696764
1722,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3N=C(O)CN12,362.05888311200005
1723,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.14378433999997
1724,CC1COc2ccccc2N1,149.084063972
1725,CC1COc2ccccc2N1C(=O)C(Cl)Cl,259.016683952
1726,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,287.057591516
1727,CC1C[C@H](C)CC([C@H](O)CC2CC(=O)N=C(O)C2)C1=O,281.162708216
1728,CC1Cc2ccccc2N1N=C(O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.060090052
1729,CC1N=C(O)[C@@H](N)CN=C(O)[C@H]([C@@H]2CCNC(=N)N2)N=C(O)C(C=NC(=N)O)N=C(O)[C@H](CN=C(O)C[C@@H](N)CCCN)N=C1O,652.351739748
1730,CC1NCCOC1c1ccccc1,177.1153641
1731,CC1OC(=O)C(C)OC1=O,144.042258736
1732,CC1OC(C)OC(C)O1,132.078644244
1733,CC1OC1C1CCC2(C)OC2C1,168.115029752
1734,CC1OCCC1=O,100.052429496
1735,CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,349.089640592
1736,CC1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(=N)O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@@H]21,444.153265728
1737,CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,266.130679816
1738,CC=C(C)C(=O)OC/C=C(\C)CCC=C(C)C,236.177630008
1739,CC=C(C)C(=O)OCC/C=C\CC,182.130679816
1740,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,238.193280072
1741,CC=C(C)C(=O)OCCc1ccccc1,204.115029752
1742,CC=C(C)C(=O)OCc1ccccc1,190.099379688
1743,CC=C(C)C(C)=O,98.07316494
1744,CC=C(C)C=CC=C(C)C,136.125200512
1745,CC=C(CC)C(O)=NC(=N)O,156.089877624
1746,CC=C(Cl)Cl,109.969005488
1747,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,268.14632988
1748,CC=C1C(=O)C[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,312.208930136
1749,CC=C1CC2C=CC1C2,120.093900384
1750,CC=CC(=O)C1=C(C)C=CCC1(C)C,190.135765196
1751,CC=CC(=O)CC,98.07316494
1752,CC=CC(=O)CCCC,126.104465068
1753,CC=CC(=O)N(CC)c1ccccc1C,203.131014164
1754,CC=CC(=O)O,86.036779432
1755,CC=CC(=O)OCC(C)C,142.099379688
1756,CC=CC=CC(=O)O,112.052429496
1757,CC=CC=CC=O,96.057514876
1758,CC=CC=CCOC(=O)C(C)C,168.115029752
1759,CC=CC=NNC(=O)c1ccncc1,189.090211972
1760,CC=CC=O,70.041864812
1761,CC=CCC#N,81.057849224
1762,CC=CCO,72.057514876
1763,CC=Cc1ccc(O)c(OC)c1,164.083729624
1764,CC=Cc1ccc(OC)c(OC)c1,178.099379688
1765,CC=Cc1ccc(OC)cc1,148.088815004
1766,CC=Cc1ccc(OCC)c(O)c1,178.099379688
1767,CC=Cc1ccc2c(c1)OCO2,162.06807956
1768,CC=NC(=O)N=C(O)C(C#N)NOC,198.07529018
1769,CC=O,44.026214748
1770,CCBr,107.95746226
1771,CCC#N,55.042199159999996
1772,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,387.21982916800005
1773,CCC(=CC(=NO)C(N)=O)C(C)[N+](=O)[O-],215.090605896
1774,CCC(=NOC/C=C/Cl)C1C(=O)CC(C2CCOCC2)CC1=O,341.13938592799997
1775,CCC(=O)C(=O)CC,114.06807956
1776,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,309.209264484
1777,CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,295.19361442
1778,CCC(=O)C1=C(C)CCC(C(C)C)C1,194.167065324
1779,CCC(=O)C=CC1=C(C)CCCC1(C)C,206.167065324
1780,CCC(=O)C=Cc1ccc(OC)cc1,190.099379688
1781,CCC(=O)CC,86.07316494
1782,CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,354.210741704
1783,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,416.25358888400007
1784,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,350.23581357999996
1785,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2cccs2)CC1,356.192234516
1786,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1,352.215078136
1787,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,336.22016351599996
1788,CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,342.176584452
1789,CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1C,356.192234516
1790,CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,322.20451345199996
1791,CCC(=O)N(c1ccccc1)C1CCN(Cc2cccs2)CC1,328.160934388
1792,CCC(=O)N(c1ccccc1)C1CCNCC1,232.15756326
1793,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C,350.23581357999996
1794,CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@@H]1C,350.23581357999996
1795,CCC(=O)Nc1ccc(O)cc1,165.078978592
1796,CCC(=O)O,74.036779432
1797,CCC(=O)OC,88.052429496
1798,CCC(=O)OC(=O)CC,130.06299418
1799,CCC(=O)OC(C)(C)C1CC=C(C)CC1,210.161979944
1800,CCC(=O)OC(C)c1ccccc1,178.099379688
1801,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)CC1C(=O)O)C(C)C,563.301189442
1802,CCC(=O)OC/C=C(\C)CCC=C(C)C,210.161979944
1803,CCC(=O)OC/C=C/c1ccccc1,190.099379688
1804,CCC(=O)OC1(c2ccccc2)CCN(C)CC1,247.157228912
1805,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,520.222781204
1806,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,504.252331744
1807,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,504.252331744
1808,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H](Cl)C=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,520.222781204
1809,CCC(=O)OCC=Cc1ccccc1,190.099379688
1810,CCC(=O)OCCC(C)CCC=C(C)C,212.177630008
1811,CCC(=O)OCCOc1ccccc1,194.094294308
1812,CCC(=O)OCCc1ccccc1,178.099379688
1813,CCC(=O)OCc1ccc(OC)cc1,194.094294308
1814,CCC(=O)OCc1ccccc1,164.083729624
1815,CCC(=O)O[C@@H]1C=C2CCC3C(CCC4(C)C3CC[C@@H]4OC(=O)CC)C2CC1,388.26135963199994
1816,CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,210.161979944
1817,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,344.23514488399996
1818,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,328.20384475599997
1819,CCC(=O)O[C@H]1[C@@H](N2CCCCC2)C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@@H](N5CCCCC5)C[C@]4(C)[C@H]3CC[C@@]21C,556.424008272
1820,CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O,813.4510704439999
1821,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)C(C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)C(C)C(=O)C(C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,789.4874559519999
1822,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,339.21982916800005
1823,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CC(F)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,484.182808212
1824,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,466.19223002399997
1825,CCC(=O)O[C@]1(C(=O)COC)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C,462.24176706
1826,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2C3CC(F)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,500.18442975199997
1827,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C,261.172878976
1828,CCC(=O)Oc1ccc(/C(CC)=C(\CC)c2ccc(OC(=O)CC)cc2)cc1,380.19875937599994
1829,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC,456.2511888719999
1830,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,384.23005950399994
1831,CCC(=O)c1c(O)cc(C(O)O)cc1O,212.068473484
1832,CCC(=O)c1c(O)cc(O)cc1O,182.0579088
1833,CCC(=O)c1ccc(Cl)cc1,168.034192588
1834,CCC(=O)c1ccc(O)cc1,150.06807956
1835,CCC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,340.160934388
1836,CCC(=O)c1cccc(Cl)c1,168.034192588
1837,CCC(=O)c1ccccc1,134.07316494
1838,CCC(Br)(CC)C(O)=NC(=N)O,236.016039756
1839,CCC(C(=N)O)N1CCCC1=O,170.105527688
1840,CCC(C(=O)C(C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)O)[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C,590.3818686879998
1841,CCC(C(=O)C(C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H](C(CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,750.49181306
1842,CCC(C(=O)C(C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H](C(CC)C(=O)O)[C@@H](C)C[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,764.507463124
1843,CCC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,295.120843404
1844,CCC(C(=O)OCCN(CC)CC)c1ccccc1,263.18852904
1845,CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,367.214743788
1846,CCC(C(O)=NC(=N)O)c1ccccc1,206.105527688
1847,CCC(C(O)=NC(=O)N=C(C)O)c1ccccc1,248.116092372
1848,CCC(C)(C#N)/N=N/C(C)(C#N)CC,192.13749651199998
1849,CCC(C)(C)C,86.109550448
1850,CCC(C)(C)C(=O)O,116.083729624
1851,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,410.10516460799994
1852,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.2719243159999
1853,CCC(C)(C)C1CCC(=O)CC1,168.15141526
1854,CCC(C)(C)C1CCC(O)CC1,170.167065324
1855,CCC(C)(C)C1CCC(OC)CC1,184.182715388
1856,CCC(C)(C)C1CCCCC1OC(C)=O,212.177630008
1857,CCC(C)(C)CC,100.12520051199999
1858,CCC(C)(C)O,88.088815004
1859,CCC(C)(C)OC,102.104465068
1860,CCC(C)(C)OC(O)=NC(Cc1c[nH]c2ccccc12)C(O)=NC(CCSC)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](Cc1ccccc1)C(=N)O,710.309783432
1861,CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,351.231062548
1862,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,250.193280072
1863,CCC(C)(C)c1ccc(CC(C)CN2C[C@H](C)O[C@H](C)C2)cc1,317.27186474
1864,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,234.198365452
1865,CCC(C)(C)c1ccc(O)cc1,164.120115132
1866,CCC(C)(CC)c1cc(=NC(=O)c2c(OC)cccc2OC)o[nH]1,332.173607248
1867,CCC(C)(CCCC(C)C)OC(C)=O,200.177630008
1868,CCC(C)(CN(C)C)OC(=O)c1ccccc1,235.157228912
1869,CCC(C)(N=C(O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,335.02466179199996
1870,CCC(C)(O)CCC=C(C)C,156.15141526
1871,CCC(C)(O)CCCC(C)C,158.167065324
1872,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,468.2511888719999
1873,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,242.064651056
1874,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,242.130679816
1875,CCC(C)=NO,87.068413908
1876,CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC,301.18216825400003
1877,CCC(C)=O,72.057514876
1878,CCC(C)Br,135.988762388
1879,CCC(C)C(=O)O,102.06807956
1880,CCC(C)C(=O)OC,116.083729624
1881,CCC(C)C(=O)OCCc1ccccc1,206.130679816
1882,CCC(C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,390.2406241879999
1883,CCC(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.2562742519999
1884,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.24610349199986
1885,CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,306.24275568408996
1886,CCC(C)C(C)(COC(=N)O)COC(=N)O,232.14230712
1887,CCC(C)C(C)=O,100.088815004
1888,CCC(C)C(N)C(=O)O,131.094628656
1889,CCC(C)C1CCCCC1=O,154.135765196
1890,CCC(C)C1N=C(C)C(C)S1,171.108170544
1891,CCC(C)C=O,86.07316494
1892,CCC(C)CCCC(C)(C)O,158.167065324
1893,CCC(C)CO,88.088815004
1894,CCC(C)COC(=O)CC(C)C,172.14632988
1895,CCC(C)COC(C)=O,130.099379688
1896,CCC(C)Cl,92.039277968
1897,CCC(C)N,73.08914935199999
1898,CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,352.13424097200004
1899,CCC(C)NC(=N)O,116.094963004
1900,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],295.153206152
1901,CCC(C)Nc1ccc(NC(C)CC)cc1,220.19394876799998
1902,CCC(C)O,74.07316494
1903,CCC(C)OC(=O)N1CCCCC1CCO,229.167793596
1904,CCC(C)OC(=O)c1ccc(O)cc1,194.094294308
1905,CCC(C)OC(C)CC,130.135765196
1906,CCC(C)S,90.05032132
1907,CCC(C)SSC(C)CC,178.084992576
